"customer_id","days_since_last_order","order_count","revenue","recency_score","frequency_score","revenue_score","total_score","customer_label"
29499,62,8,234957,5,5,5,"555",Champion
19311,63,3,4640,5,5,5,"555",Champion
29701,62,8,746318,5,5,5,"555",Champion
29957,62,8,636226,5,5,5,"555",Champion
30050,62,8,559621,5,5,5,"555",Champion
30049,62,8,409288,5,5,5,"555",Champion
29546,62,8,474402,5,5,5,"555",Champion
29873,62,8,40148,5,5,5,"555",Champion
30019,62,8,22155,5,5,5,"555",Champion
29770,62,8,443862,5,5,5,"555",Champion
29559,62,8,443316,5,5,5,"555",Champion
26005,63,2,4624,5,5,5,"555",Champion
29709,62,8,39171,5,5,5,"555",Champion
30053,62,3,5641,5,5,5,"555",Champion
29707,62,8,416703,5,5,5,"555",Champion
29962,62,8,10599,5,5,5,"555",Champion
29956,62,8,293829,5,5,5,"555",Champion
30007,62,8,26778,5,5,5,"555",Champion
29903,62,7,14379,5,5,5,"555",Champion
11420,62,7,11201,5,5,5,"555",Champion
29864,62,7,8400,5,5,5,"555",Champion
29927,62,7,4457,5,5,5,"555",Champion
29676,62,7,12650,5,5,5,"555",Champion
29584,62,7,5777,5,5,5,"555",Champion
29644,62,7,7184,5,5,5,"555",Champion
29951,62,7,99969,5,5,5,"555",Champion
29711,62,6,13428,5,5,5,"555",Champion
29971,62,6,8477,5,5,5,"555",Champion
21969,64,2,4759,5,5,5,"555",Champion
19073,64,2,4760,5,5,5,"555",Champion
29730,62,6,11038,5,5,5,"555",Champion
29492,62,6,140131,5,5,5,"555",Champion
29965,62,3,6678,5,5,5,"555",Champion
30064,62,6,4204,5,5,5,"555",Champion
30008,62,5,11143,5,5,5,"555",Champion
29750,62,5,18031,5,5,5,"555",Champion
29518,62,5,12344,5,5,5,"555",Champion
18019,64,3,5706,5,5,5,"555",Champion
29854,62,4,6408,5,5,5,"555",Champion
30102,62,4,6278,5,5,5,"555",Champion
13122,64,3,6871,5,5,5,"555",Champion
29629,62,4,343350,5,5,5,"555",Champion
22881,73,2,5997,5,5,5,"555",Champion
29736,62,4,321753,5,5,5,"555",Champion
28062,64,2,5962,5,5,5,"555",Champion
29687,62,4,26427,5,5,5,"555",Champion
30034,62,4,24684,5,5,5,"555",Champion
29801,62,4,24342,5,5,5,"555",Champion
27617,64,2,5976,5,5,5,"555",Champion
29796,62,4,282701,5,5,5,"555",Champion
30027,62,4,22523,5,5,5,"555",Champion
30020,62,4,66126,5,5,5,"555",Champion
14847,72,3,6726,5,5,5,"555",Champion
29916,62,4,239853,5,5,5,"555",Champion
15657,64,3,5251,5,5,5,"555",Champion
29488,62,4,221170,5,5,5,"555",Champion
29917,62,4,220497,5,5,5,"555",Champion
29550,62,4,216654,5,5,5,"555",Champion
29843,62,4,215978,5,5,5,"555",Champion
29695,62,4,208803,5,5,5,"555",Champion
29553,62,4,21245,5,5,5,"555",Champion
29508,62,10,9078,5,5,5,"555",Champion
29932,62,4,201889,5,5,5,"555",Champion
29557,62,4,197801,5,5,5,"555",Champion
29738,62,4,185860,5,5,5,"555",Champion
29804,62,4,18055,5,5,5,"555",Champion
29563,62,4,184837,5,5,5,"555",Champion
29660,62,4,182025,5,5,5,"555",Champion
29527,62,4,18002,5,5,5,"555",Champion
30069,62,4,4636,5,5,5,"555",Champion
29625,62,4,169212,5,5,5,"555",Champion
14843,65,3,6691,5,5,5,"555",Champion
30071,62,4,161109,5,5,5,"555",Champion
29972,62,4,61620,5,5,5,"555",Champion
29572,62,4,17433,5,5,5,"555",Champion
29720,62,4,147888,5,5,5,"555",Champion
21950,65,2,4901,5,5,5,"555",Champion
29645,62,4,147422,5,5,5,"555",Champion
29628,62,4,145380,5,5,5,"555",Champion
29964,62,4,141942,5,5,5,"555",Champion
29842,62,10,138868,5,5,5,"555",Champion
29552,62,4,132144,5,5,5,"555",Champion
14941,65,3,6866,5,5,5,"555",Champion
29514,62,4,7301,5,5,5,"555",Champion
22194,65,2,4634,5,5,5,"555",Champion
29652,62,4,10749,5,5,5,"555",Champion
29551,62,4,126693,5,5,5,"555",Champion
13139,70,3,6854,5,5,5,"555",Champion
30031,62,4,10355,5,5,5,"555",Champion
29939,62,4,10044,5,5,5,"555",Champion
13380,73,2,4820,5,5,5,"555",Champion
21966,65,2,4660,5,5,5,"555",Champion
29922,62,4,117491,5,5,5,"555",Champion
30082,62,4,117328,5,5,5,"555",Champion
29806,62,4,9530,5,5,5,"555",Champion
29931,62,4,115533,5,5,5,"555",Champion
29529,62,4,9413,5,5,5,"555",Champion
30092,62,4,115086,5,5,5,"555",Champion
29485,62,4,112889,5,5,5,"555",Champion
29534,62,4,112652,5,5,5,"555",Champion
29841,62,4,112448,5,5,5,"555",Champion
29501,62,4,8799,5,5,5,"555",Champion
29982,62,11,31752,5,5,5,"555",Champion
29887,62,4,8583,5,5,5,"555",Champion
17651,66,3,4180,5,5,5,"555",Champion
29487,62,11,67941,5,5,5,"555",Champion
17103,66,3,6935,5,5,5,"555",Champion
11912,69,3,8095,5,5,5,"555",Champion
11918,66,3,8205,5,5,5,"555",Champion
21949,66,2,4660,5,5,5,"555",Champion
29960,62,4,4258,5,5,5,"555",Champion
29762,62,4,29519,5,5,5,"555",Champion
29878,62,4,29218,5,5,5,"555",Champion
30097,62,4,106761,5,5,5,"555",Champion
29823,62,4,105590,5,5,5,"555",Champion
29531,62,11,100495,5,5,5,"555",Champion
13769,69,3,5086,5,5,5,"555",Champion
29821,62,4,105521,5,5,5,"555",Champion
13104,66,3,6894,5,5,5,"555",Champion
30087,62,4,102230,5,5,5,"555",Champion
29877,62,4,58775,5,5,5,"555",Champion
22889,66,2,5971,5,5,5,"555",Champion
29496,62,4,95228,5,5,5,"555",Champion
16551,66,2,5033,5,5,5,"555",Champion
29653,62,4,54332,5,5,5,"555",Champion
13226,66,2,4564,5,5,5,"555",Champion
30033,62,4,4481,5,5,5,"555",Champion
22976,66,2,5971,5,5,5,"555",Champion
13619,69,3,6808,5,5,5,"555",Champion
29669,62,11,37289,5,5,5,"555",Champion
29799,62,4,43699,5,5,5,"555",Champion
30089,62,4,5227,5,5,5,"555",Champion
29512,62,4,7338,5,5,5,"555",Champion
29651,62,12,392785,5,5,5,"555",Champion
29760,62,3,4631,5,5,5,"555",Champion
29948,62,3,9969,5,5,5,"555",Champion
15083,62,2,5888,5,5,5,"555",Champion
29950,62,12,397553,5,5,5,"555",Champion
18126,69,3,6946,5,5,5,"555",Champion
29592,62,12,107592,5,5,5,"555",Champion
11237,66,4,10566,5,5,5,"555",Champion
13729,61,2,4884,5,5,5,"555",Champion
22198,61,2,4662,5,5,5,"555",Champion
16287,61,2,4539,5,5,5,"555",Champion
16046,61,3,3963,5,5,5,"555",Champion
15051,61,3,6651,5,5,5,"555",Champion
29639,62,12,787773,5,5,5,"555",Champion
22906,61,2,4625,5,5,5,"555",Champion
19364,60,3,4313,5,5,5,"555",Champion
28066,67,2,5997,5,5,5,"555",Champion
13119,67,3,6829,5,5,5,"555",Champion
15876,60,2,4789,5,5,5,"555",Champion
13974,60,3,5238,5,5,5,"555",Champion
16352,60,2,5948,5,5,5,"555",Champion
12133,60,4,5831,5,5,5,"555",Champion
14346,60,3,3583,5,5,5,"555",Champion
15056,60,3,6749,5,5,5,"555",Champion
11368,60,3,5106,5,5,5,"555",Champion
15048,60,3,6691,5,5,5,"555",Champion
13246,69,2,4813,5,5,5,"555",Champion
29810,62,12,109764,5,5,5,"555",Champion
28665,67,2,4853,5,5,5,"555",Champion
17766,67,3,4120,5,5,5,"555",Champion
28191,59,2,5997,5,5,5,"555",Champion
18127,72,3,6982,5,5,5,"555",Champion
18005,72,3,5805,5,5,5,"555",Champion
19439,59,3,4350,5,5,5,"555",Champion
19438,59,3,4338,5,5,5,"555",Champion
18463,59,2,4726,5,5,5,"555",Champion
22851,59,2,4633,5,5,5,"555",Champion
21958,69,2,4696,5,5,5,"555",Champion
13643,59,3,6799,5,5,5,"555",Champion
12834,59,2,5898,5,5,5,"555",Champion
13630,59,3,6825,5,5,5,"555",Champion
16286,59,3,6921,5,5,5,"555",Champion
13255,59,4,7393,5,5,5,"555",Champion
16540,69,2,4696,5,5,5,"555",Champion
12804,68,2,5948,5,5,5,"555",Champion
29897,62,12,38782,5,5,5,"555",Champion
29678,62,8,25243,5,5,5,"555",Champion
28038,70,2,5985,5,5,5,"555",Champion
11609,68,3,6872,5,5,5,"555",Champion
29577,62,12,65140,5,5,5,"555",Champion
18158,58,3,6870,5,5,5,"555",Champion
13103,68,3,6843,5,5,5,"555",Champion
15661,58,3,5208,5,5,5,"555",Champion
15129,58,3,5178,5,5,5,"555",Champion
17811,58,3,6990,5,5,5,"555",Champion
22195,58,2,4910,5,5,5,"555",Champion
16351,58,2,5873,5,5,5,"555",Champion
13514,58,2,5973,5,5,5,"555",Champion
29959,62,8,6288,5,5,5,"555",Champion
13542,58,2,5943,5,5,5,"555",Champion
13126,68,3,6815,5,5,5,"555",Champion
13357,68,2,4544,5,5,5,"555",Champion
13114,68,3,6807,5,5,5,"555",Champion
11224,58,3,6686,5,5,5,"555",Champion
13131,68,3,6737,5,5,5,"555",Champion
22929,58,2,4674,5,5,5,"555",Champion
13958,58,3,6839,5,5,5,"555",Champion
16620,58,2,5895,5,5,5,"555",Champion
13564,57,2,5932,5,5,5,"555",Champion
21955,69,2,4901,5,5,5,"555",Champion
29690,62,12,415311,5,5,5,"555",Champion
11359,57,3,4960,5,5,5,"555",Champion
14163,57,3,6567,5,5,5,"555",Champion
17207,69,3,6980,5,5,5,"555",Champion
12128,57,4,8681,5,5,5,"555",Champion
17926,69,2,4716,5,5,5,"555",Champion
29574,62,8,18401,5,5,5,"555",Champion
21968,69,2,4723,5,5,5,"555",Champion
22197,57,2,4741,5,5,5,"555",Champion
18332,69,2,4753,5,5,5,"555",Champion
29637,62,12,361999,5,5,5,"555",Champion
17218,69,3,6908,5,5,5,"555",Champion
29714,62,12,384394,5,5,5,"555",Champion
15058,57,3,6640,5,5,5,"555",Champion
20034,69,2,5770,5,5,5,"555",Champion
28155,57,2,5962,5,5,5,"555",Champion
11242,57,7,11068,5,5,5,"555",Champion
15905,57,2,4899,5,5,5,"555",Champion
13538,57,2,5908,5,5,5,"555",Champion
22196,57,2,4633,5,5,5,"555",Champion
14949,57,3,6796,5,5,5,"555",Champion
22203,57,2,4625,5,5,5,"555",Champion
29834,62,12,424513,5,5,5,"555",Champion
15127,57,3,5183,5,5,5,"555",Champion
14713,57,3,6462,5,5,5,"555",Champion
13513,57,2,5918,5,5,5,"555",Champion
16616,56,2,5916,5,5,5,"555",Champion
28257,56,2,5976,5,5,5,"555",Champion
24309,56,2,4793,5,5,5,"555",Champion
15916,56,2,4793,5,5,5,"555",Champion
13462,56,2,4558,5,5,5,"555",Champion
13733,56,2,4554,5,5,5,"555",Champion
16000,56,2,4814,5,5,5,"555",Champion
24332,56,2,4816,5,5,5,"555",Champion
13401,70,2,4798,5,5,5,"555",Champion
13110,56,3,5584,5,5,5,"555",Champion
14039,56,3,6808,5,5,5,"555",Champion
13693,56,3,7172,5,5,5,"555",Champion
13666,56,2,5901,5,5,5,"555",Champion
18136,70,3,6905,5,5,5,"555",Champion
13646,56,3,6844,5,5,5,"555",Champion
18173,56,3,7189,5,5,5,"555",Champion
16630,56,2,5973,5,5,5,"555",Champion
22913,56,2,4684,5,5,5,"555",Champion
12308,72,5,13269,5,5,5,"555",Champion
14164,56,3,6485,5,5,5,"555",Champion
11612,73,3,6795,5,5,5,"555",Champion
22908,55,2,4662,5,5,5,"555",Champion
28297,55,2,5971,5,5,5,"555",Champion
13111,55,3,5707,5,5,5,"555",Champion
15130,55,3,5215,5,5,5,"555",Champion
22857,55,2,4887,5,5,5,"555",Champion
11050,72,3,5007,5,5,5,"555",Champion
19420,55,3,4315,5,5,5,"555",Champion
16657,55,2,5901,5,5,5,"555",Champion
13257,55,4,8941,5,5,5,"555",Champion
14012,55,3,5250,5,5,5,"555",Champion
29685,62,12,120347,5,5,5,"555",Champion
11047,72,3,6582,5,5,5,"555",Champion
15567,54,2,4720,5,5,5,"555",Champion
18461,54,2,4748,5,5,5,"555",Champion
18457,54,2,4826,5,5,5,"555",Champion
15566,54,2,4912,5,5,5,"555",Champion
14774,54,3,6435,5,5,5,"555",Champion
29702,62,12,395867,5,5,5,"555",Champion
16607,54,2,5898,5,5,5,"555",Champion
15620,54,2,5960,5,5,5,"555",Champion
28154,54,2,5971,5,5,5,"555",Champion
13107,70,3,5651,5,5,5,"555",Champion
28156,54,2,5997,5,5,5,"555",Champion
14262,54,3,5653,5,5,5,"555",Champion
12222,54,3,6909,5,5,5,"555",Champion
17778,53,3,4176,5,5,5,"555",Champion
15889,53,2,4848,5,5,5,"555",Champion
19340,53,3,4314,5,5,5,"555",Champion
12321,70,5,13216,5,5,5,"555",Champion
13629,72,3,6889,5,5,5,"555",Champion
13638,53,3,6832,5,5,5,"555",Champion
14048,53,3,5124,5,5,5,"555",Champion
13134,53,3,5649,5,5,5,"555",Champion
16623,53,2,5973,5,5,5,"555",Champion
13129,72,3,6823,5,5,5,"555",Champion
11090,70,3,6704,5,5,5,"555",Champion
17780,52,3,4113,5,5,5,"555",Champion
13607,52,3,6465,5,5,5,"555",Champion
28070,52,2,5997,5,5,5,"555",Champion
13572,52,2,5945,5,5,5,"555",Champion
16661,52,2,5908,5,5,5,"555",Champion
13973,52,3,5186,5,5,5,"555",Champion
14716,52,3,5300,5,5,5,"555",Champion
14991,52,3,6707,5,5,5,"555",Champion
22199,52,2,4694,5,5,5,"555",Champion
16637,52,2,5901,5,5,5,"555",Champion
17834,52,3,4159,5,5,5,"555",Champion
15095,52,3,7256,5,5,5,"555",Champion
18177,52,3,7044,5,5,5,"555",Champion
16659,52,2,5873,5,5,5,"555",Champion
19476,52,3,4346,5,5,5,"555",Champion
22201,52,2,5012,5,5,5,"555",Champion
13109,52,3,5683,5,5,5,"555",Champion
20716,51,3,3911,5,5,5,"555",Champion
13959,51,3,6858,5,5,5,"555",Champion
29803,62,12,94372,5,5,5,"555",Champion
13970,51,3,6843,5,5,5,"555",Champion
14020,51,3,6832,5,5,5,"555",Champion
14031,51,3,6964,5,5,5,"555",Champion
16629,51,2,5933,5,5,5,"555",Champion
16636,51,2,5933,5,5,5,"555",Champion
28071,51,2,5971,5,5,5,"555",Champion
11263,51,3,6754,5,5,5,"555",Champion
11995,51,3,8249,5,5,5,"555",Champion
19855,70,2,5710,5,5,5,"555",Champion
14030,51,3,6905,5,5,5,"555",Champion
11001,51,3,6384,5,5,5,"555",Champion
23114,51,2,5996,5,5,5,"555",Champion
21994,70,2,4660,5,5,5,"555",Champion
19031,50,3,7226,5,5,5,"555",Champion
13633,50,3,6803,5,5,5,"555",Champion
24342,50,2,4828,5,5,5,"555",Champion
15850,50,2,4813,5,5,5,"555",Champion
11992,50,3,8123,5,5,5,"555",Champion
15662,50,3,5253,5,5,5,"555",Champion
18166,50,3,7200,5,5,5,"555",Champion
12298,50,4,8053,5,5,5,"555",Champion
11245,50,4,10580,5,5,5,"555",Champion
11920,50,3,8156,5,5,5,"555",Champion
14263,50,3,5648,5,5,5,"555",Champion
28264,50,2,5997,5,5,5,"555",Champion
13546,49,2,5918,5,5,5,"555",Champion
17986,70,3,5791,5,5,5,"555",Champion
13545,49,2,5908,5,5,5,"555",Champion
16660,49,2,5898,5,5,5,"555",Champion
15089,49,2,5895,5,5,5,"555",Champion
28296,49,2,5997,5,5,5,"555",Champion
13794,49,3,7212,5,5,5,"555",Champion
13112,49,3,5718,5,5,5,"555",Champion
11549,49,3,7024,5,5,5,"555",Champion
18462,49,2,4753,5,5,5,"555",Champion
15923,49,3,6593,5,5,5,"555",Champion
14171,49,3,6616,5,5,5,"555",Champion
29722,62,12,841909,5,5,5,"555",Champion
16262,48,3,6950,5,5,5,"555",Champion
18458,48,2,4734,5,5,5,"555",Champion
18160,48,3,6915,5,5,5,"555",Champion
19032,48,3,6939,5,5,5,"555",Champion
15121,48,3,5203,5,5,5,"555",Champion
11943,48,3,4734,5,5,5,"555",Champion
27621,71,2,5971,5,5,5,"555",Champion
15653,73,3,5204,5,5,5,"555",Champion
13767,48,2,5910,5,5,5,"555",Champion
17825,48,3,7016,5,5,5,"555",Champion
29938,62,12,372147,5,5,5,"555",Champion
11372,47,3,4966,5,5,5,"555",Champion
15122,47,3,5194,5,5,5,"555",Champion
15453,47,3,6651,5,5,5,"555",Champion
19453,47,3,4268,5,5,5,"555",Champion
29966,62,12,537528,5,5,5,"555",Champion
11257,47,3,6677,5,5,5,"555",Champion
27646,71,2,5997,5,5,5,"555",Champion
16638,47,2,5974,5,5,5,"555",Champion
16658,47,2,5873,5,5,5,"555",Champion
13108,47,3,5719,5,5,5,"555",Champion
28268,47,2,5997,5,5,5,"555",Champion
12866,47,2,5883,5,5,5,"555",Champion
13258,47,4,8887,5,5,5,"555",Champion
13955,46,3,6888,5,5,5,"555",Champion
13160,71,3,6839,5,5,5,"555",Champion
22200,46,2,4660,5,5,5,"555",Champion
13730,46,2,4571,5,5,5,"555",Champion
12011,46,3,4736,5,5,5,"555",Champion
11417,46,7,11248,5,5,5,"555",Champion
28247,46,2,5962,5,5,5,"555",Champion
14033,46,3,6810,5,5,5,"555",Champion
17767,46,3,4102,5,5,5,"555",Champion
13649,46,3,6812,5,5,5,"555",Champion
15669,46,2,5898,5,5,5,"555",Champion
15846,46,2,4943,5,5,5,"555",Champion
13645,45,3,6817,5,5,5,"555",Champion
16494,45,2,5961,5,5,5,"555",Champion
11930,45,3,5036,5,5,5,"555",Champion
18141,45,3,6973,5,5,5,"555",Champion
26093,71,2,4658,5,5,5,"555",Champion
13552,45,2,5923,5,5,5,"555",Champion
16572,45,2,4887,5,5,5,"555",Champion
12301,71,5,13295,5,5,5,"555",Champion
28666,44,2,4822,5,5,5,"555",Champion
14345,44,3,3640,5,5,5,"555",Champion
12239,44,3,6901,5,5,5,"555",Champion
12214,44,3,6804,5,5,5,"555",Champion
13964,44,3,6806,5,5,5,"555",Champion
18464,44,2,4699,5,5,5,"555",Champion
14038,44,3,6819,5,5,5,"555",Champion
15046,44,2,5943,5,5,5,"555",Champion
13570,33,2,5948,5,5,5,"555",Champion
29721,62,12,40221,5,5,5,"555",Champion
13765,33,3,7152,5,5,5,"555",Champion
13632,44,3,6838,5,5,5,"555",Champion
12123,71,4,5838,5,5,5,"555",Champion
29715,62,12,853849,5,5,5,"555",Champion
14055,33,3,5177,5,5,5,"555",Champion
12216,44,3,6955,5,5,5,"555",Champion
13967,33,3,5722,5,5,5,"555",Champion
18766,44,2,4753,5,5,5,"555",Champion
22202,33,2,4672,5,5,5,"555",Champion
14984,33,3,6700,5,5,5,"555",Champion
20051,33,3,4464,5,5,5,"555",Champion
14950,44,3,6710,5,5,5,"555",Champion
11929,44,3,4966,5,5,5,"555",Champion
15619,43,2,5908,5,5,5,"555",Champion
16045,43,3,3802,5,5,5,"555",Champion
28196,43,2,5985,5,5,5,"555",Champion
11363,43,3,5036,5,5,5,"555",Champion
29486,62,12,519411,5,5,5,"555",Champion
12314,33,4,7998,5,5,5,"555",Champion
13650,33,3,6768,5,5,5,"555",Champion
13504,43,2,5923,5,5,5,"555",Champion
22850,43,2,4658,5,5,5,"555",Champion
12841,43,2,5933,5,5,5,"555",Champion
13580,34,4,7286,5,5,5,"555",Champion
29696,62,8,86197,5,5,5,"555",Champion
13975,43,3,5139,5,5,5,"555",Champion
15134,62,3,5152,5,5,5,"555",Champion
11947,34,3,4747,5,5,5,"555",Champion
11252,43,3,6686,5,5,5,"555",Champion
22207,34,2,4922,5,5,5,"555",Champion
16656,43,2,5930,5,5,5,"555",Champion
22930,34,2,4901,5,5,5,"555",Champion
18168,43,3,6908,5,5,5,"555",Champion
24310,34,2,4829,5,5,5,"555",Champion
12263,34,3,6829,5,5,5,"555",Champion
16054,43,3,3759,5,5,5,"555",Champion
28285,43,2,5997,5,5,5,"555",Champion
13515,34,2,5948,5,5,5,"555",Champion
16349,43,2,5898,5,5,5,"555",Champion
14032,43,3,6859,5,5,5,"555",Champion
22854,43,2,4660,5,5,5,"555",Champion
15088,34,2,5896,5,5,5,"555",Champion
18465,43,2,4753,5,5,5,"555",Champion
12762,34,2,5933,5,5,5,"555",Champion
16612,34,2,5898,5,5,5,"555",Champion
13777,34,3,7147,5,5,5,"555",Champion
13548,34,2,5908,5,5,5,"555",Champion
13606,34,4,7196,5,5,5,"555",Champion
12830,34,2,5916,5,5,5,"555",Champion
15087,34,2,5917,5,5,5,"555",Champion
15997,42,2,4746,5,5,5,"555",Champion
12808,34,3,5111,5,5,5,"555",Champion
16548,71,2,4625,5,5,5,"555",Champion
14714,34,3,5386,5,5,5,"555",Champion
16033,34,3,3743,5,5,5,"555",Champion
30043,62,8,320222,5,5,5,"555",Champion
16639,42,2,5908,5,5,5,"555",Champion
14162,42,3,6474,5,5,5,"555",Champion
15047,42,3,6670,5,5,5,"555",Champion
15077,42,3,6674,5,5,5,"555",Champion
11942,42,3,4792,5,5,5,"555",Champion
13953,42,3,6841,5,5,5,"555",Champion
12302,35,4,8092,5,5,5,"555",Champion
18147,42,3,6931,5,5,5,"555",Champion
17779,42,3,4250,5,5,5,"555",Champion
11991,42,3,8128,5,5,5,"555",Champion
13728,35,2,4880,5,5,5,"555",Champion
15062,41,3,6685,5,5,5,"555",Champion
11246,41,4,10575,5,5,5,"555",Champion
13130,72,3,6797,5,5,5,"555",Champion
11259,41,3,6771,5,5,5,"555",Champion
30105,62,8,173228,5,5,5,"555",Champion
11944,41,3,4776,5,5,5,"555",Champion
15059,41,3,6794,5,5,5,"555",Champion
22845,35,2,4634,5,5,5,"555",Champion
13384,71,2,4574,5,5,5,"555",Champion
15687,35,3,6974,5,5,5,"555",Champion
13965,41,3,6872,5,5,5,"555",Champion
13725,41,2,4533,5,5,5,"555",Champion
14049,41,3,5291,5,5,5,"555",Champion
15081,41,2,5901,5,5,5,"555",Champion
16940,35,2,5007,5,5,5,"555",Champion
11364,35,3,4922,5,5,5,"555",Champion
19454,35,3,4364,5,5,5,"555",Champion
13651,41,3,6812,5,5,5,"555",Champion
30046,62,8,418437,5,5,5,"555",Champion
13713,41,2,4828,5,5,5,"555",Champion
11425,40,6,10529,5,5,5,"555",Champion
13966,35,3,6842,5,5,5,"555",Champion
13631,40,3,6817,5,5,5,"555",Champion
13647,40,3,6793,5,5,5,"555",Champion
13957,40,3,5645,5,5,5,"555",Champion
15906,35,2,4761,5,5,5,"555",Champion
19365,40,3,4322,5,5,5,"555",Champion
29579,62,8,284306,5,5,5,"555",Champion
12129,36,4,8557,5,5,5,"555",Champion
13565,40,2,4776,5,5,5,"555",Champion
12423,73,2,5908,5,5,5,"555",Champion
12215,40,3,6891,5,5,5,"555",Champion
28234,40,2,5976,5,5,5,"555",Champion
13536,40,2,5973,5,5,5,"555",Champion
11919,40,3,8172,5,5,5,"555",Champion
28273,39,2,5962,5,5,5,"555",Champion
16631,39,2,5901,5,5,5,"555",Champion
11365,39,3,5025,5,5,5,"555",Champion
29635,62,8,23811,5,5,5,"555",Champion
22860,36,2,4664,5,5,5,"555",Champion
22912,36,2,4660,5,5,5,"555",Champion
29775,62,8,7861,5,5,5,"555",Champion
22905,36,2,4625,5,5,5,"555",Champion
13997,36,2,4586,5,5,5,"555",Champion
13648,39,3,6765,5,5,5,"555",Champion
13537,39,2,5910,5,5,5,"555",Champion
11432,36,6,9330,5,5,5,"555",Champion
13637,39,3,6777,5,5,5,"555",Champion
13968,39,3,5182,5,5,5,"555",Champion
16496,36,2,5960,5,5,5,"555",Champion
28083,36,2,5962,5,5,5,"555",Champion
13792,39,3,7216,5,5,5,"555",Champion
12849,39,2,5888,5,5,5,"555",Champion
15668,39,2,5913,5,5,5,"555",Champion
15133,36,3,5238,5,5,5,"555",Champion
11946,39,3,4697,5,5,5,"555",Champion
11048,36,3,6498,5,5,5,"555",Champion
15078,36,3,6676,5,5,5,"555",Champion
15440,36,3,6737,5,5,5,"555",Champion
16347,39,2,5919,5,5,5,"555",Champion
14045,36,3,6804,5,5,5,"555",Champion
15660,36,3,5169,5,5,5,"555",Champion
13256,36,4,7495,5,5,5,"555",Champion
22921,37,2,4648,5,5,5,"555",Champion
11360,39,3,5026,5,5,5,"555",Champion
28158,37,2,5997,5,5,5,"555",Champion
13567,39,2,5936,5,5,5,"555",Champion
27472,61,2,1346,5,5,4,"554",Loyal
15409,71,2,1567,5,5,4,"554",Loyal
15502,34,2,1587,5,5,4,"554",Loyal
15529,61,2,1587,5,5,4,"554",Loyal
29741,62,3,1424,5,5,4,"554",Loyal
19322,52,2,1565,5,5,4,"554",Loyal
26761,70,2,1938,5,5,4,"554",Loyal
15410,64,2,1620,5,5,4,"554",Loyal
26923,45,2,1323,5,5,4,"554",Loyal
19308,48,2,1549,5,5,4,"554",Loyal
29840,62,3,1692,5,5,4,"554",Loyal
